#{"t_start": 1780567310.6383066, "env_id": "None"}
r,l,t
-8.510779,25,0.084938
-9.246763,502,0.388175
-20.929349,584,0.743486
-57.882764,1145,5.181128
3.972384,44,5.399516
-2.492843,24,5.52628
-0.811474,27,5.664046
-2.391323,26,5.784265
-1.87756,34,5.948024
19.026898,60,6.254243
9.280136,51,6.471781
-6.223413,17,6.567754
-16.066919,1,6.586984
-3.129334,28,6.728443
5.649389,51,6.945721
-0.596355,28,7.085981
4.198411,46,7.288352
6.394278,53,7.5389
3.201877,39,7.783504
25.210808,81,8.162845
0.850803,34,8.321619
-2.623333,26,8.446453
2.80001,35,8.624648
1.846412,39,8.795949
-6.849349,18,8.888925
-3.086757,29,9.050864
4.648465,43,9.265706
-0.806306,34,9.426364
-6.350018,16,9.530781
1.968008,35,9.746319
5.683565,44,9.973625
-6.283324,13,10.05039
-6.375169,21,10.143713
-6.229629,14,10.224179
-11.582693,26,10.357646
4.209207,44,10.586256
8.209825,57,10.8857
10.343223,49,11.130202
-2.388486,30,11.267796
-2.273049,23,11.412045
1.725392,37,11.657868
-3.306852,26,11.797796
-1.973621,32,11.944537
-2.715962,27,12.101631
-1.579813,34,12.233782
-1.309311,41,12.451385
7.140699,61,12.713516
-2.47911,24,12.844258
0.731051,33,12.98207
-6.614736,11,13.072241
-7.935985,12,13.13828
-1.358978,28,13.321563
5.473693,47,13.585948
7.146146,50,13.830079
5.223816,52,14.076203
-2.365398,36,14.245464
7.477578,47,14.505777
7.766966,43,14.702873
-6.745852,16,14.822159
8.348982,61,15.112309
-6.373455,18,15.220778
8.651451,52,15.451531
7.73494,53,15.707616
-5.83188,23,15.806209
15.123276,66,16.05333
0.343559,29,16.198669
4.576924,46,16.406523
-18.559973,249,17.452093
1.994211,40,17.621234
18.674749,62,17.848326
23.063991,58,18.089081
0.321022,28,18.2352
30.174096,74,18.512796
28.393194,78,18.837814
96.896666,148,19.426731
28.384074,81,19.752524
-5.609912,15,19.817489
-3.052282,28,19.931038
2.648619,33,20.072485
28.178041,76,20.378586
26.998609,80,20.708223
28.163329,80,21.048037
2.401115,36,21.183074
2.150317,39,21.364033
1.989491,35,21.506457
16.697895,52,21.745187
28.299359,78,22.027721
12.939984,55,22.255
