#{"t_start": 1780569580.5585375, "env_id": "None"}
r,l,t
-9.174097,48,0.10575
-8.040209,1,0.121711
-11.093613,78,0.175061
-11.834965,128,0.276299
-17.836085,291,0.481382
-14.566683,264,0.655276
-16.242851,418,0.92188
-8.298119,18,0.947721
-9.92721,60,1.201298
-0.667318,32,1.395218
-5.786865,142,1.906525
-7.766018,6,1.941382
-17.921465,749,4.55442
-1.193624,43,4.725642
8.581094,260,5.604719
-2.5532,301,6.644582
12.892582,128,7.130803
-142.791281,2158,14.249923
-290.376202,3514,27.246935
4.162441,60,27.456149
6.175445,60,27.668715
2.541954,54,27.859251
2.788006,52,28.038098
-3.641922,29,28.14634
7.675511,57,28.351426
1.954163,47,28.566809
0.835385,44,28.729231
17.322671,82,29.004671
10.180336,61,29.23484
-2.101794,26,29.336163
2.82339,52,29.517461
24.630601,123,29.937372
2.358534,52,30.120623
-6.840083,17,30.191865
-6.615632,13,30.248791
-16.066544,1,30.270925
1.264587,48,30.440542
-7.199719,10,30.487417
33.190272,124,30.913151
0.322753,55,31.098599
-16.068447,1,31.117452
-222.04974,3948,45.871332
-4.118801,32,46.089578
3.873494,54,46.30392
2.839426,51,46.504708
-8.145652,10,46.553176
-90.246328,140,47.09076
70.917828,465,48.628367
0.586546,487,50.264194
28.231803,438,51.748892
0.988973,46,51.926826
-2.812003,25,52.035414
-6.364294,17,52.102545
3.495674,43,52.267217
4.192886,63,52.48726
0.634801,150,52.972588
5.531328,69,53.222792
101.914496,366,54.466186
34.870871,249,55.283517
4.050956,50,55.461543
104.232035,346,56.6172
-11.410717,39,56.754216
18.481564,91,57.067696
-211.301418,5000,75.050454
-201.614261,5000,93.149242
88.862813,390,94.426638
4.369346,120,94.83409
-2.713463,28,94.956839
28.03135,149,95.49979
4.979241,61,95.717824
9.609926,82,96.014022
34.55902,134,96.466562
2.630991,564,98.444197
83.688101,856,101.278671
4.765445,69,101.517878
45.441496,1585,106.758027
-247.943369,5000,124.674767
-25.073587,3012,134.821658
-3.815071,35,134.960784
26.005455,112,135.34162
1.357737,39,135.490893
-8.04767,1,135.509601
-56.630379,5000,153.192235
-11.167393,36,153.322617
-7.442688,16,153.388425
37.239522,203,154.090363
25.521432,127,154.52774
-73.978315,5000,170.94552
35.401141,204,171.682163
39.487408,154,172.200471
13.395405,77,172.46099
-38.184984,5000,189.791214
34.351351,123,190.201459
22.42848,134,190.667593
22.014477,130,191.096524
29.020097,243,191.879704
-4.704081,22,191.968211
12.730096,81,192.252128
39.521359,419,193.623374
-13.44504,1182,197.990725
18.850875,341,199.185027
-1.837811,34,199.311973
42.496461,242,200.151448
-3.362067,34,200.289793
31.028242,213,201.042634
-3.615815,40,201.186056
35.432602,238,202.106164
44.31117,254,202.987689
-8.048103,1,203.006994
33.135152,129,203.492663
-3.33672,30,203.601104
-16.892912,547,205.4336
10.64966,81,205.731191
-56.458551,81,206.040367
14.084409,76,206.319855
98.059707,310,207.427103
28.045954,165,208.002405
27.502558,170,208.615085
107.563904,313,209.729089
39.588583,155,210.243836
26.990742,131,210.730674
39.075989,168,211.328673
27.821233,356,212.589257
-3.512392,26,212.683888
27.352283,102,213.063438
28.243328,112,213.447866
26.320774,115,213.865581
16.111879,105,214.222199
10.999709,90,214.535675
30.370788,174,215.171945
111.855669,343,216.425431
25.822802,113,217.717582
-3.051797,37,217.873193
75.639366,236,218.671481
93.558012,312,219.753157
-3.230891,31,219.880397
-3.548439,32,220.012463
28.309401,171,220.622203
20.859838,123,221.041649
41.305677,234,221.87939
4.137295,55,222.10546
88.368593,311,223.252373
-87.9713,5000,240.922856
120.073604,367,242.128092
120.561223,377,243.364196
15.829393,85,243.646784
90.275279,265,244.51475
61.234169,189,245.170172
-0.295013,69,245.425273
43.487211,186,246.038519
88.509872,257,246.88462
36.435374,168,247.421381
15.076968,85,247.713475
83.770237,275,248.603218
1.077618,40,248.741139
135.534111,395,250.029824
29.468111,110,250.40906
16.670704,84,250.689513
30.48759,110,251.05631
39.058659,108,251.413918
15.54462,79,251.688413
33.479708,109,252.064809
1.510899,43,252.216537
74.849174,240,253.008803
29.933374,118,253.414218
1.514953,48,253.583204
44.038043,164,254.163205
147.036385,426,255.644712
43.871006,175,256.242025
15.619735,84,256.525607
43.766713,179,257.125222
336.333869,969,260.639021
-16.084338,1,260.658851
-22.38199,127,261.229699
-19.008801,124,261.709877
-24.897447,127,262.158216
120.644941,358,263.441319
57.564382,186,264.076739
63.777501,203,264.767038
4.294758,42,264.920522
135.444424,407,266.361186
136.15062,394,267.828815
16.173946,90,268.127318
34.458657,120,268.557688
30.74669,140,269.159879
2.243655,42,269.307836
65.671261,206,270.030955
365.97314,1013,273.693127
137.164111,398,275.095105
21.608884,100,275.465465
72.242457,199,276.281371
4.729542,47,276.489243
-2.273189,30,276.599991
45.343383,163,277.176038
61.665791,173,277.781754
5.356301,51,277.994923
41.361584,160,278.560983
136.61013,414,279.994338
16.668324,85,280.29592
43.083577,179,280.970384
27.626598,98,281.314689
1.508441,38,281.457366
41.330316,177,282.068408
61.278735,163,282.684181
-3.156813,24,282.777611
43.776473,168,283.391867
71.683834,192,284.821642
-3.303849,23,284.928587
13.198873,78,285.206514
125.221417,392,286.659045
113.214268,361,287.881365
104.422888,336,289.053177
33.760291,143,289.590448
-8.048204,1,289.609362
-4.897229,55,289.797614
44.736605,173,290.394466
10.980516,64,290.630838
-0.058292,54,290.816637
122.206807,343,292.005287
80.104698,243,292.879792
140.374934,417,294.338055
81.118838,221,295.086972
95.963421,232,295.857653
86.051481,276,296.77441
146.162505,437,298.351701
43.167836,164,298.941898
1.337347,49,299.108413
21.918264,123,299.622938
36.589164,172,300.224771
30.010621,127,300.662332
1.941825,41,300.825519
37.516317,160,301.420259
-31.691347,509,303.275546
14.247002,68,303.544396
15.71137,78,303.822516
19.025426,106,304.198896
