#{"t_start": 1780571401.5084414, "env_id": "None"}
r,l,t
-7.505481,535,0.433588
-3.920767,338,0.636875
-7.443731,282,0.822144
19.163492,204,1.29041
4.519158,43,1.4893
-0.657905,67,1.776559
1.643605,23,1.887189
2.269563,44,2.086165
-2.810161,36,2.233547
-5.265497,59,2.512112
-3.799449,33,2.654847
-3.630051,16,2.741477
-4.148522,16,2.873945
0.515192,27,3.023454
-1.821199,17,3.118111
-3.266133,25,3.245943
1.019013,23,3.397791
-0.325732,30,3.552336
9.393598,42,3.779678
4.864371,36,3.981657
199.168113,183,4.726626
4.396333,32,4.886687
15.296883,51,5.10497
5.253674,46,5.384643
-5.592617,52,5.638213
0.821949,35,5.849029
1.540434,25,6.01765
9.468281,45,6.291074
-2.13693,21,6.399717
0.2032,30,6.593212
-3.828287,26,6.701518
9.219444,35,6.887631
-4.113574,18,6.97859
3.743983,29,7.125853
0.222654,26,7.27837
3.592959,26,7.405927
-4.260369,20,7.499546
1.836956,31,7.637277
-0.432514,27,7.780354
52.934112,75,8.155698
-4.144046,19,8.271743
0.66944,30,8.444686
5.081242,32,8.631423
9.021714,39,8.788393
1.566639,24,8.935036
3.644638,34,9.09372
3.710321,25,9.230445
63.546196,83,9.616964
-8.010561,45,9.869514
3.902307,38,10.063351
-2.039822,20,10.18608
-2.105778,20,10.301032
-8.1505,60,10.609387
0.686497,26,10.761392
16.019349,43,10.947835
41.312885,56,11.196115
34.917141,52,11.45259
-27.100371,300,12.787939
-4.510994,14,12.862712
37.440623,66,13.156301
-6.46994,26,13.277111
-58.801496,600,15.68429
10.378728,37,15.843079
35.037239,51,16.061087
25.28958,40,16.244829
14.72697,34,16.408847
-20.823094,31,16.547791
33.986524,48,16.75695
28.505906,45,16.960907
16.888623,45,17.146376
40.088473,52,17.375066
46.972482,62,17.608782
51.373998,67,17.909288
37.299104,49,18.136556
-16.016558,1,18.156532
206.471481,145,18.726811
70.656859,79,19.07578
4.963927,27,19.190709
52.254577,57,19.448641
96.139217,85,19.808354
71.976834,74,20.121766
24.83221,39,20.301346
76.400724,70,20.580356
108.311789,82,20.8821
59.882395,60,21.124676
71.665323,79,21.436344
47.796145,55,21.706886
70.797125,75,22.004295
-24.711472,300,23.131934
193.406246,170,24.045346
75.898324,66,24.331425
83.021154,74,24.656633
-16.054828,1,24.675857
72.458539,71,24.949758
78.507208,71,25.233634
72.053757,71,25.498972
70.308364,71,25.781156
-16.032736,1,25.799691
71.793366,69,26.064371
15.719651,39,26.23419
51.445477,59,26.463557
15.219311,35,26.592991
51.703132,61,26.825884
199.680008,134,27.324742
69.733712,64,27.578748
232.04601,150,28.120803
71.72068,75,28.398254
102.124366,83,28.733551
227.577311,139,29.288772
72.554244,71,29.566928
15.610703,39,29.716871
103.076406,81,30.062567
26.25986,51,30.267087
71.804823,74,30.548731
