#{"t_start": 1777931013.1590893, "env_id": "None"}
r,l,t
2.896137,251,3.692204
-8.666976,49,3.848903
-1.363914,24,3.937147
-1.522011,34,4.049123
-8.199058,3,4.085093
-4.819354,230,4.700221
2.037208,374,5.819892
-1.394716,95,6.077976
6.383123,198,10.053476
-2.26202,36,10.173337
-14.581171,337,11.111673
-3.975228,477,14.569997
1.793168,86,14.798241
-8.041389,1,14.824809
9.271788,164,15.357103
5.996144,187,17.215257
-9.816071,98,17.539466
13.520556,387,18.699443
2.58743,51,18.916506
-1.861746,120,19.445198
-3.497861,308,20.410657
6.081234,249,22.25293
-1.481354,111,22.656954
12.868171,56,22.813075
13.462351,155,23.365589
-1.195428,127,25.64537
10.486645,129,26.101193
4.515765,136,26.659853
29.311375,111,27.169982
8.717135,286,28.196754
7.129251,67,28.4573
14.142993,69,29.927871
0.971356,71,30.268483
4.863949,68,30.55015
12.840327,65,30.811981
13.51435,78,31.21004
15.256126,117,31.73182
3.758148,39,31.905519
22.862609,148,32.758121
-16.045385,1,32.788344
10.314308,93,33.18568
4.652734,68,33.509741
-5.114286,12,33.554909
6.487474,45,33.771855
2.117716,89,34.220715
-3.332792,39,34.389465
10.091181,152,35.034309
14.247984,123,37.410586
34.146267,181,39.127534
19.093098,66,39.503911
19.531481,101,40.005132
12.126236,67,40.324105
1.467504,38,40.48212
32.069079,165,41.29079
-4.802614,34,41.445229
6.507025,32,41.609787
30.228071,90,42.047695
32.224883,115,42.616295
34.678855,93,42.986231
6.131481,32,43.148158
20.144778,79,43.525614
16.780017,207,45.474362
3.596195,47,45.741326
2.084239,42,45.957978
-0.039245,31,46.11732
21.105356,76,46.462696
26.827045,98,46.879476
20.301613,74,47.230416
-5.662416,50,47.517262
16.457943,72,47.845428
26.433828,96,48.352746
-4.29222,63,48.636545
3.295675,55,50.686355
24.176641,68,51.012899
41.212284,105,51.493083
4.533603,35,51.674887
12.425932,56,51.928879
10.762978,86,52.349729
5.165285,61,52.724852
13.713481,62,52.980651
18.621113,76,54.477315
18.742738,60,54.724832
33.273058,100,55.293648
8.741014,44,55.46728
48.658649,121,56.192364
10.180897,90,56.636126
12.382552,35,56.787071
9.707271,58,57.045676
49.606871,134,57.66452
-3.181617,26,57.775429
-7.143964,27,57.948141
9.832652,42,58.308039
25.049431,71,58.653637
17.780916,75,59.104953
2.583115,41,59.354836
12.05948,61,59.940995
22.463645,69,60.310677
21.88439,73,60.692748
8.612575,42,60.901917
28.883324,98,62.49206
3.187568,38,62.651078
14.980069,51,62.934267
18.27636,61,63.207186
-7.030135,22,63.384228
28.046074,74,65.536984
10.068603,51,65.785005
-1.875821,36,65.936101
17.53555,57,66.218239
4.589752,37,66.387374
26.103103,101,66.824713
2.53549,35,67.02603
30.514056,76,67.356553
2.139778,37,67.534669
14.901917,81,67.906749
13.199328,67,68.197377
36.314094,63,68.464234
20.619425,124,69.037849
-16.046925,1,69.065381
20.690222,71,69.440555
4.657878,40,69.683049
34.171776,77,70.06323
28.326956,85,72.00351
23.826352,88,72.40328
38.737197,120,72.941531
16.902543,64,73.234164
48.6043,144,73.889625
22.349978,72,74.239996
54.014597,105,74.763395
21.908079,74,75.098771
25.499628,77,75.414365
2.660245,35,75.604006
100.922692,175,76.45506
8.906502,45,78.453392
12.854554,59,78.717301
47.800147,97,79.130972
-16.015036,1,79.1598
39.637711,129,80.962218
10.077477,44,81.273333
45.120437,120,81.771653
34.924389,93,82.261493
21.888103,67,82.558408
33.252912,71,82.867394
45.422904,101,83.218813
8.906112,37,83.467511
41.935385,78,83.831205
170.087978,237,84.81518
13.653823,42,85.038098
35.482442,105,85.472176
45.396595,92,85.929123
13.458142,56,86.146333
5.180043,32,87.92828
30.894728,103,88.354448
31.249069,78,88.771161
36.556307,76,89.112151
16.272208,93,89.635039
13.129145,53,89.83681
24.915189,80,90.193139
44.849605,81,92.405197
13.570062,48,92.63454
20.657533,77,92.93805
22.363538,68,93.231386
43.73389,94,93.597354
15.818848,73,93.883346
31.939484,71,94.202818
46.344224,134,94.676353
84.174393,126,97.086906
10.659131,43,97.243742
4.477374,42,97.396569
28.191867,70,97.676376
24.541633,66,97.970424
4.620922,37,98.104362
29.874776,116,98.522135
33.386212,115,98.93035
32.156314,63,99.166071
21.262681,71,99.444864
-16.045799,1,99.472574
60.930681,107,100.019672
22.369491,77,100.267596
64.235273,101,100.647915
14.163149,48,100.9553
74.585587,137,101.54165
4.53171,48,101.835536
34.110412,94,104.210955
23.735257,54,104.416925
25.769454,72,106.445373
75.826177,115,106.900425
42.682813,81,107.221999
66.856759,125,107.614849
53.192763,112,107.987588
62.549872,132,108.442118
44.700627,89,108.77541
64.337634,172,109.35226
13.71527,56,109.669615
51.886519,91,110.067729
60.307092,103,110.397567
57.182966,91,112.676595
13.450336,58,112.923406
32.601499,68,113.151121
52.376924,115,113.568844
41.599527,95,113.901942
12.810396,56,114.146595
69.970522,124,114.671161
65.517283,148,115.255758
64.682869,115,115.716982
2.967573,42,116.020669
118.929953,161,118.41358
77.988229,123,118.939109
50.117133,90,120.735095
76.46092,120,121.129462
99.987922,171,121.723166
13.333016,43,121.865191
12.81713,50,122.022464
71.975989,102,122.440913
25.774324,63,122.725273
49.143206,89,123.091705
42.717871,118,123.520911
35.960613,72,123.781304
70.526746,104,124.254544
61.941423,118,124.761889
94.203894,159,125.453206
103.470595,153,128.058876
13.887875,52,128.313892
14.407437,44,128.495441
44.815136,84,128.804982
111.916494,179,129.616143
13.667757,55,131.607136
13.042894,50,131.79372
13.693103,41,131.96389
109.33306,159,132.504636
92.330389,182,133.170404
306.598735,346,137.186054
182.78386,239,137.883032
72.12228,135,138.216206
231.065784,299,139.285273
171.821371,209,140.016904
67.604497,117,140.443338
191.1394,264,144.826056
11.245003,41,144.998851
49.826114,84,145.256089
185.929437,274,146.301908
44.470656,83,146.531996
168.917534,259,147.466227
103.213319,140,147.968221
69.749051,110,148.383221
76.162229,119,148.819284
220.613088,264,152.268656
14.584517,52,152.398369
13.220287,44,152.532437
217.714048,304,153.74143
13.369555,51,153.962559
245.590239,311,156.866338
234.872292,272,157.681117
14.210478,57,159.005677
105.333462,125,159.369464
58.29019,91,159.701501
234.487866,256,160.588904
43.060796,70,160.841991
80.003596,136,161.327892
3.022733,30,161.40955
126.454541,158,161.943491
77.552388,110,162.283727
73.089198,107,162.562648
12.644867,55,162.759892
47.342064,87,165.567206
2.76402,38,165.691306
2.767049,36,165.780694
67.297382,105,166.053354
95.459587,133,166.452859
102.835097,119,168.717322
66.26658,109,169.02616
73.345949,113,169.282301
67.544617,115,169.690916
188.695097,239,170.556498
318.53837,318,174.605014
192.328446,209,175.291746
44.940317,69,175.495961
218.887711,241,176.250553
95.535432,131,176.699543
286.086011,323,177.853852
66.070715,92,178.252225
4.20166,28,180.153017
71.374,98,182.755831
45.97559,72,182.97662
48.199405,80,183.174948
78.049128,104,183.541896
261.996551,274,184.309265
234.031714,255,185.065089
78.444664,96,185.43288
72.766593,93,185.706599
525.322795,524,189.863034
291.409313,307,190.833235
2.319963,37,190.979189
100.334371,120,193.217256
71.624098,89,193.510097
180.480439,193,194.238808
337.707053,326,197.846903
234.406821,234,198.539599
276.430452,301,199.60598
77.800329,103,199.990396
382.705515,390,201.332813
189.107393,207,203.886383
888.548075,553,207.423184
78.113553,98,207.732364
